,Empid,projectName,projectType,Tech_stack,startDate,endDate,role,Status
166,Emp_41,InnovateSoft Budget Planner,Data Analyzer,"['Communication', 'Product Management', 'MongoDB', 'PHP']",1975-08-15,2024-05-01,Developer,Approved
167,Emp_41,VortexVision Virtual Assistant,Payment Gateway,"['Communication', 'Leadership', 'Collaboration', 'Docker']",2004-11-01,2024-04-29,Developer,Approved
168,Emp_42,EchoTech Task Manager,Data Visualization Tool,"['Wireframing', 'MySQL', 'Statistical Analysis', 'DevOps']",2010-03-12,2024-04-24,Performance Engineer,Approved
169,Emp_42,DataWave,Customer Relationship Management,"['Django', 'Problem Solving', 'NoSQL', 'Python']",2011-01-29,2024-04-28,Automation Tester,Approved
170,Emp_42,PixelWare,Data Analyzer,"['NoSQL', 'MySQL', 'Swift', 'MongoDB']",1986-11-16,2024-04-12,Network Engineer,Approved
171,Emp_42,CyberTech,Help Desk Software,"['Communication', 'Docker', 'Agile Methodologies', 'Kotlin']",1980-05-20,2024-04-26,Configuration Manager,Approved
172,Emp_43,ByteForge,Appointment Scheduling Software,"['Support', 'RESTful API', 'Vue.js', 'Troubleshooting']",1976-07-27,2024-04-11,Cloud Solutions Architect,Approved
173,Emp_43,CatalystCommerce,Inventory Control System,"['Technical Writing', 'Azure', 'Behavior-Driven Development', 'PHP']",1982-08-07,2024-04-10,Business Analyst,Approved
174,Emp_43,Streamline Solutions CRM,Online Marketplace,"['Data Science', 'Wireframing', 'Cryptography', 'Java']",1984-01-06,2024-04-17,Artificial Intelligence Engineer,Approved
175,Emp_43,ByteBoost,Data Analyzer,"['NoSQL', 'Angular', 'Interaction Design', 'Django']",1997-03-24,2024-04-11,Machine Learning Engineer,Approved
176,Emp_44,CyberTech,Content Delivery Network,"['Behavior-Driven Development', 'Business Analysis', 'Objective-C', 'Node.js']",2009-06-17,2024-04-12,Product Manager,Approved
177,Emp_44,Streamline Solutions CRM,Appointment Scheduling Software,"['NoSQL', 'Cryptography', 'User Research', 'Network Security']",1975-05-01,2024-04-15,Cloud Solutions Architect,Approved
178,Emp_44,InnovaTech,Online Marketplace,"['Agile Product Management', 'Node.js', 'Ruby', 'Kotlin']",1971-09-09,2024-05-03,UI/UX Designer,Approved
179,Emp_44,InnovatePro,Fleet Management System,"['Swift', 'Java', 'UI/UX Design', 'CI/CD']",1982-05-08,2024-05-05,Technical Writer,Approved
180,Emp_45,CyberTech,Sales Forecasting Software,"['Test-Driven Development', 'User Research', '.NET', 'Google Cloud Platform']",2019-02-25,2024-04-16,DevOps Engineer,Approved
181,Emp_45,SwiftWave,Social Networking Platform,"['Troubleshooting', 'Statistical Analysis', 'Data Visualization', 'Continuous Deployment']",1974-10-15,2024-05-03,Developer,Approved
182,Emp_45,VortexVision Virtual Assistant,Inventory Management System,"['Data Analysis', 'Node.js', 'Troubleshooting', 'Git']",1970-04-20,2024-04-08,Business Analyst,Approved
183,Emp_45,TechTrek Data Analyzer,Content Delivery Network,"['Requirements Analysis', 'Documentation', 'Product Management', 'Problem Solving']",1992-07-05,2024-05-01,Project Manager,Approved
184,Emp_46,ByteBlitz Document Manager,Learning Management System,"['PHP', 'Wireframing', 'Angular', 'Documentation']",1978-11-03,2024-05-01,Product Manager,Approved
185,Emp_46,TechSpark,Appointment Scheduling Software,"['Information Security', 'Swift', 'Ruby', 'Node.js']",1983-08-11,2024-05-01,Designer,Approved
186,Emp_46,PixelPlex Crypto Trader,Content Delivery Network,"['UI/UX Design', 'User Stories', 'Behavior-Driven Development', 'Statistical Analysis']",1994-11-25,2024-04-07,Database Administrator,Approved
187,Emp_46,Streamline Solutions CRM,Chatbot,"['Collaboration', 'Communication', 'Test-Driven Development', 'CSS']",1986-01-31,2024-05-02,Configuration Manager,Approved
188,Emp_47,TechNova Backup Solution,Desktop Software,"['CI/CD', 'Support', 'PostgreSQL', 'Data Analysis']",1971-03-10,2024-04-15,Automation Tester,Approved
189,Emp_47,CodeCraft,Inventory Control System,"['User Stories', 'CSS', 'Flask', 'Requirements Analysis']",1984-04-01,2024-04-19,Data Scientist,Approved
190,Emp_47,SilverLinx POS System,CRM System,"['Accessibility', 'Agile Product Management', 'Wireframing', 'Data Science']",2021-09-18,2024-04-22,DevOps Engineer,Approved
191,Emp_47,QuickTech Remote Support,Appointment Scheduling Software,"['Cryptography', 'Agile Methodologies', 'Information Security', 'AWS']",2016-10-17,2024-04-18,Machine Learning Engineer,Approved
192,Emp_48,InnovaTech,Supply Chain Management Software,"['Test-Driven Development', 'Git', 'Statistical Analysis', 'Behavior-Driven Development']",1982-10-22,2024-05-01,Data Scientist,Approved
193,Emp_48,CyberLink,Desktop Software,"['Git', 'MySQL', 'React', 'Angular']",1971-10-17,2024-04-30,IT Support Specialist,Approved
194,Emp_48,SwiftShift Time Tracker,CRM System,"['Ruby', 'Vue.js', '.NET', 'Azure']",1986-07-03,2024-04-13,UI/UX Designer,Approved
195,Emp_48,MetaMind Chatbot Builder,Customer Relationship Management,"['NoSQL', 'Data Visualization', 'User Stories', 'Interaction Design']",2007-10-30,2024-04-13,Quality Assurance Engineer,Approved
196,Emp_49,DataSync,Project Management Software,"['NoSQL', 'GraphQL', 'Penetration Testing', 'User Research']",1991-10-15,2024-04-20,Machine Learning Engineer,Approved
197,Emp_49,SwiftShift Time Tracker,Chatbot,"['Cryptography', 'React', 'Network Security', 'Data Science']",1998-01-25,2024-04-11,Configuration Manager,Approved
198,Emp_49,FusionSoft Email Client,E-commerce Platform,"['Collaboration', 'Leadership', 'Agile Product Management', 'Continuous Integration']",2006-09-14,2024-04-12,Configuration Manager,Approved
199,Emp_49,DataLink Inventory Tracker,Budget Planner,"['RESTful API', 'Angular', 'Prototyping', 'AWS']",2000-02-22,2024-04-29,Network Engineer,Approved
200,Emp_50,SwiftWave,Accounting Software,"['Cryptography', 'DevOps', 'Java', 'Data Science']",1993-01-04,2024-04-29,Developer,Approved
201,Emp_50,MetaMind Chatbot Builder,Ticketing System,"['React', 'Data Science', 'Continuous Integration', 'Data Visualization']",1972-07-17,2024-05-03,Business Analyst,Approved
202,Emp_50,AgileFlow,Supply Chain Management Software,"['Accessibility', 'Requirements Analysis', 'Continuous Integration', 'Test-Driven Development']",2003-10-25,2024-04-16,Quality Assurance Engineer,Approved
203,Emp_50,DataLink Inventory Tracker,Data Analyzer,"['Artificial Intelligence', 'JavaScript', 'AWS', 'Problem Solving']",2007-11-23,2024-04-23,Configuration Manager,Approved
204,Emp_51,AgileWare,Supply Chain Management Software,"['Node.js', 'Python', 'Objective-C', 'Statistical Analysis']",1998-06-24,2024-04-25,Release Manager,Approved
205,Emp_51,CyberCode Online Store,Accounting Software,"['Technical Writing', 'Vue.js', 'User Research', 'Microservices']",1991-07-22,2024-04-19,IT Support Specialist,Approved
206,Emp_51,BlueFinity Evoke,Online Marketplace,"['Ruby', 'C#', 'Documentation', 'GraphQL']",2006-09-01,2024-04-12,Cloud Solutions Architect,Approved
207,Emp_51,DataLink Inventory Tracker,Customer Service Software,"['UI/UX Design', 'Agile Product Management', 'PHP', 'React']",2015-12-27,2024-04-21,Business Analyst,Approved
208,Emp_52,SwiftCode,Remote Support Tool,"['Collaboration', 'NoSQL', 'Django', 'Business Analysis']",2012-03-31,2024-04-07,Cloud Solutions Architect,Approved
209,Emp_52,BlueFinity Evoke,Help Desk Software,"['Test-Driven Development', 'Requirements Analysis', 'NoSQL', 'UI/UX Design']",2022-08-18,2024-04-17,IT Support Specialist,Approved
210,Emp_52,CyberTech,Payment Gateway,"['Docker', 'Responsive Design', 'Support', 'Objective-C']",2015-09-19,2024-04-16,Designer,Approved
211,Emp_52,EchoTech Task Manager,E-commerce Platform,"['Django', 'Data Visualization', 'Interaction Design', 'Machine Learning']",2013-02-09,2024-04-09,Configuration Manager,Approved
212,Emp_53,CyberCode Online Store,Data Visualization Tool,"['UI/UX Design', 'Information Security', 'Vue.js', 'Node.js']",2004-08-03,2024-04-29,UI/UX Designer,Approved
213,Emp_53,ByteForge,Chatbot,"['Angular', 'Prototyping', 'User Stories', 'C#']",2020-05-26,2024-04-11,Quality Assurance Engineer,Approved
214,Emp_53,InnovaTech,Social Networking Platform,"['Python', 'DevOps', 'Documentation', '.NET']",1986-01-29,2024-05-04,Developer,Approved
215,Emp_53,NexGen Mobile Scheduler,Workflow Management Software,"['React', 'User Stories', 'Microservices', 'Git']",2013-05-16,2024-04-27,Business Analyst,Approved
216,Emp_54,DataCraft,Survey Software,"['DevOps', 'Technical Writing', 'Network Security', 'Product Management']",1994-04-14,2024-04-09,Performance Engineer,Approved
217,Emp_54,ByteBlitz Document Manager,Dashboard Creator,"['Data Science', 'Information Security', 'HTML', 'C#']",2002-10-20,2024-04-28,Technical Writer,Approved
218,Emp_54,ByteForge,Content Delivery Network,"['AWS', 'Swift', 'Data Analysis', 'Scrum']",1978-07-10,2024-04-21,Automation Tester,Approved
219,Emp_54,CyberLink,Customer Relationship Management,"['Objective-C', 'Continuous Integration', '.NET', 'Responsive Design']",1973-04-23,2024-05-04,Machine Learning Engineer,Approved
220,Emp_55,AgileTech,Warehouse Management System,"['PHP', 'Troubleshooting', 'Product Management', 'PostgreSQL']",1989-05-12,2024-04-10,Technical Architect,Approved
221,Emp_55,QuickTech Remote Support,Booking System,"['Agile Product Management', '.NET', 'Data Analysis', 'DevOps']",2003-01-08,2024-04-08,Database Administrator,Approved
222,Emp_55,CodeCraft Web Builder,E-commerce Platform,"['GraphQL', 'Vue.js', '.NET', 'Azure']",1985-03-31,2024-04-18,Product Manager,Approved
223,Emp_55,ByteForge,Dashboard Creator,"['Troubleshooting', 'Collaboration', 'PHP', 'MongoDB']",1997-08-21,2024-04-13,IT Support Specialist,Approved
224,Emp_56,TechSpark,Budget Planner,"['Node.js', 'CI/CD', 'Microservices', 'Behavior-Driven Development']",1980-10-23,2024-05-03,Product Manager,Approved
225,Emp_56,DataWave,Remote Support Tool,"['Data Science', 'Vue.js', 'React', 'Continuous Integration']",2023-09-26,2024-04-14,Developer,Approved
226,Emp_56,PixelPulse,Content Management System,"['Statistical Analysis', 'Network Security', 'Django', 'User Stories']",2021-10-26,2024-04-30,Network Engineer,Approved
227,Emp_56,CatalystCommerce,CRM System,"['PostgreSQL', 'Leadership', 'Kubernetes', 'CI/CD']",1987-03-19,2024-04-10,Automation Tester,Approved
228,Emp_57,TechNova Backup Solution,Educational Software,"['C#', 'Java', 'PHP', 'Accessibility']",2020-11-28,2024-04-24,Technical Writer,Approved
229,Emp_57,DataCraft,Mobile App,"['Behavior-Driven Development', 'C#', 'Cryptography', 'Python']",2010-12-02,2024-04-30,Technical Writer,Approved
230,Emp_57,NexGen Mobile Scheduler,Inventory Control System,"['Angular', 'GraphQL', 'User Stories', 'Wireframing']",1996-09-25,2024-05-04,Project Manager,Approved
231,Emp_57,EchoTech Task Manager,Social Networking Platform,"['Continuous Integration', 'Git', 'Azure', 'Prototyping']",1977-04-10,2024-04-24,Artificial Intelligence Engineer,Approved
232,Emp_58,DataPulse,Web Application,"['Google Cloud Platform', 'Wireframing', 'Responsive Design', 'Collaboration']",2002-02-13,2024-04-16,Network Engineer,Approved
233,Emp_58,AgileTech,Supply Chain Management Software,"['JavaScript', 'Google Cloud Platform', 'Kubernetes', 'Support']",1995-07-01,2024-04-15,Automation Tester,Approved
234,Emp_58,ByteBoost,Content Delivery Network,"['Artificial Intelligence', 'Kubernetes', 'Python', 'Accessibility']",1990-03-03,2024-04-13,IT Support Specialist,Approved
235,Emp_58,TechNova Backup Solution,Budget Planner,"['Data Visualization', 'Google Cloud Platform', 'Responsive Design', 'Continuous Integration']",1975-04-03,2024-04-30,Quality Assurance Engineer,Approved
236,Emp_59,CatalystCommerce,Task Management Tool,"['Communication', 'Continuous Deployment', 'SQL', 'Kubernetes']",1995-02-13,2024-04-29,Business Analyst,Approved
237,Emp_59,FusionSoft Email Client,Dashboard Creator,"['Support', 'Technical Writing', 'Business Analysis', 'Test-Driven Development']",2003-01-02,2024-05-02,Machine Learning Engineer,Approved
238,Emp_59,AgileTech,Dashboard Creator,"['Machine Learning', '.NET', 'Node.js', 'React']",1981-11-23,2024-04-14,Automation Tester,Approved
239,Emp_59,TechTrek Data Analyzer,Mobile App,"['PostgreSQL', 'MongoDB', 'DevOps', 'Prototyping']",1994-08-20,2024-04-24,Database Administrator,Approved
240,Emp_60,TechTrek Data Analyzer,E-commerce Platform,"['CSS', 'Penetration Testing', 'Wireframing', 'GraphQL']",2014-07-21,2024-04-18,Technical Architect,Approved
241,Emp_60,PixelWare,Document Management System,"['Documentation', 'Continuous Deployment', 'SQL', 'Agile Product Management']",1994-02-12,2024-04-25,DevOps Engineer,Approved
242,Emp_60,CodeCraft Web Builder,Mobile App,"['UI/UX Design', 'Ruby', 'NoSQL', 'Artificial Intelligence']",2004-11-16,2024-04-22,Automation Tester,Approved
243,Emp_60,SwiftShift Time Tracker,CRM System,"['PHP', 'React', 'Java', 'SQL']",1989-10-30,2024-04-26,Release Manager,Approved
244,Emp_61,PixelPulse,Virtual Assistant,"['Node.js', 'HTML', 'UI/UX Design', 'Responsive Design']",1989-07-26,2024-04-09,Cybersecurity Specialist,Approved
245,Emp_61,SwiftShift Time Tracker,Task Management Tool,"['Swift', 'Requirements Analysis', 'Data Science', 'MySQL']",1984-11-15,2024-05-01,Data Scientist,Approved
246,Emp_61,DataWave,Event Management Software,"['Statistical Analysis', 'Google Cloud Platform', 'Cybersecurity', 'MySQL']",2012-12-19,2024-04-28,Release Manager,Approved
247,Emp_61,InnovaTech,Crypto Trader,"['Technical Writing', 'Machine Learning', 'Agile Methodologies', 'Docker']",1973-07-15,2024-04-17,Cybersecurity Specialist,Approved
248,Emp_62,CyberTech,Mobile App,"['Wireframing', 'NoSQL', 'Troubleshooting', 'Continuous Deployment']",1979-01-26,2024-04-20,Cybersecurity Specialist,Approved
249,Emp_62,Streamline Solutions CRM,Healthcare Management System,"['DevOps', 'Ruby', 'Requirements Analysis', 'Flask']",1982-09-18,2024-04-15,Designer,Approved
250,Emp_62,TechTrek Data Analyzer,Customer Relationship Management,"['Behavior-Driven Development', 'Continuous Deployment', 'Google Cloud Platform', 'Scrum']",1992-10-31,2024-04-13,Designer,Approved
251,Emp_62,InnovateSoft Budget Planner,CRM System,"['Collaboration', 'Problem Solving', 'PHP', 'Swift']",2000-01-13,2024-04-15,Database Administrator,Approved
252,Emp_63,CyberLink,Mobile App,"['Vue.js', 'Troubleshooting', 'Test-Driven Development', 'NoSQL']",1973-06-26,2024-04-17,Machine Learning Engineer,Approved
253,Emp_63,ByteBoost,POS System,"['Java', 'Node.js', 'Responsive Design', 'CSS']",1988-06-01,2024-04-11,Technical Architect,Approved
254,Emp_63,InnovaTech,Accounting Software,"['Continuous Integration', 'Azure', 'Product Management', 'Microservices']",2017-09-09,2024-05-02,Designer,Approved
255,Emp_63,DataPulse,Virtual Assistant,"['DevOps', 'Agile Methodologies', 'NoSQL', '.NET']",1972-04-25,2024-04-14,Machine Learning Engineer,Approved
256,Emp_64,DataForge Dashboard Creator,Backup Solution,"['Responsive Design', 'Continuous Deployment', 'User Stories', 'Behavior-Driven Development']",1995-03-01,2024-05-04,Automation Tester,Approved
257,Emp_64,ByteForge,Crypto Trader,"['CI/CD', 'Data Analysis', 'Network Security', 'Penetration Testing']",1983-04-01,2024-04-18,Database Administrator,Approved
258,Emp_64,PixelWorks,Customer Relationship Management,"['MySQL', 'Test-Driven Development', 'Azure', 'PostgreSQL']",2016-03-18,2024-04-11,Release Manager,Approved
259,Emp_64,SwiftShift Time Tracker,Remote Support Tool,"['Problem Solving', 'Objective-C', 'Kotlin', 'Accessibility']",1985-07-21,2024-04-07,Cybersecurity Specialist,Approved
260,Emp_65,TechNova Backup Solution,Fleet Management System,"['Business Analysis', 'Test-Driven Development', 'NoSQL', 'User Stories']",1997-06-17,2024-04-26,Cloud Solutions Architect,Approved
261,Emp_65,Streamline Solutions CRM,Appointment Scheduling Software,"['Leadership', 'Communication', 'Agile Methodologies', 'MongoDB']",2019-09-24,2024-04-20,UI/UX Designer,Approved
262,Emp_65,InnovatePro,Retail Management System,"['Agile Product Management', 'Continuous Deployment', 'Responsive Design', 'Penetration Testing']",2003-09-16,2024-04-20,Designer,Approved
263,Emp_65,VortexVision Virtual Assistant,Booking System,"['Data Visualization', 'Penetration Testing', 'Python', 'UI/UX Design']",1972-08-03,2024-04-07,Business Analyst,Approved
264,Emp_66,SwiftShift Time Tracker,Desktop Software,"['Behavior-Driven Development', 'CI/CD', 'Artificial Intelligence', 'Google Cloud Platform']",1981-03-25,2024-04-27,Quality Assurance Engineer,Approved
265,Emp_66,DataWave,Inventory Management System,"['Leadership', 'Collaboration', 'React', 'Accessibility']",1981-06-09,2024-04-23,Database Administrator,Approved
266,Emp_66,CyberCode Online Store,Workflow Management Software,"['AWS', 'Data Visualization', 'Data Analysis', 'Agile Methodologies']",2009-07-01,2024-04-10,Performance Engineer,Approved
267,Emp_66,CyberLink,Fleet Management System,"['Angular', 'SQL', 'Containerization', 'Continuous Integration']",2019-03-06,2024-04-18,Database Administrator,Approved
268,Emp_67,ByteForge,Crypto Trader,"['Containerization', 'PHP', 'Continuous Integration', 'Cybersecurity']",1993-03-05,2024-05-03,Developer,Approved
269,Emp_67,PixelPulse,Inventory Control System,"['Prototyping', 'Test-Driven Development', 'Data Visualization', 'Technical Writing']",2007-02-09,2024-04-18,Developer,Approved
270,Emp_67,CodeCraft,Payment Gateway,"['Kotlin', 'Problem Solving', 'Ruby', 'UI/UX Design']",2012-09-23,2024-04-07,Automation Tester,Approved
271,Emp_67,EchoTech Task Manager,E-commerce Platform,"['Network Security', 'MongoDB', 'Information Security', 'Python']",1991-04-25,2024-04-29,UI/UX Designer,Approved
272,Emp_68,InnovaTech,Content Management System,"['JavaScript', 'Statistical Analysis', 'Wireframing', 'Scrum']",1979-01-16,2024-05-04,Machine Learning Engineer,Approved
273,Emp_68,TechTrek Data Analyzer,Remote Support Tool,"['Data Visualization', 'Accessibility', 'Kubernetes', 'Interaction Design']",1993-09-27,2024-04-28,Quality Assurance Engineer,Approved
